age,default,balance,housing,loan,duration,campaign,previous,job_unemployed,job_self-employed,job_entrepreneur,job_student,job_housemaid,job_retired,marital_married,marital_single,education_primary,education_secondary,education_tertiary,poutcome_failure,poutcome_other,y
51,0,872,0,0,82,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
30,0,47,0,1,11,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49,0,199,0,0,113,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
60,0,6313,0,0,39,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,0,221,1,0,57,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
47,0,209,1,0,135,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
54,0,1480,1,0,108,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,-319,1,1,134,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32,1,-18,1,0,155,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,0,1327,1,1,76,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,267,0,0,121,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
48,0,340,1,0,255,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19,0,103,0,0,104,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
53,0,25,1,0,266,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21,0,2488,0,0,258,6,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1
47,0,668,0,0,908,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30,0,0,1,0,209,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57,0,169,0,0,180,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
56,0,45,0,0,1467,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
61,0,985,0,0,998,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
42,0,1331,0,0,698,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46,0,405,0,0,138,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
48,0,-471,1,0,668,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
54,0,4382,1,0,193,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30,0,3485,0,0,142,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,4665,1,0,860,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
49,0,-97,1,0,92,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26,0,127,1,1,85,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
39,0,-650,0,0,123,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
25,0,220,0,0,68,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,0,1783,0,0,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34,0,2679,1,0,195,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38,0,1373,0,0,119,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,-292,1,0,181,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0,760,1,0,223,3,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1
43,0,3529,1,0,190,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29,0,228,1,0,12,8,9,0,0,0,0,0,0,1,0,0,1,0,1,0,0
49,0,167,1,1,198,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
40,0,1509,0,0,333,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0
39,0,687,1,0,869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,0,10758,1,0,288,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
54,0,-932,1,0,799,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,150,0,0,210,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,5346,1,1,187,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
37,0,1287,1,0,432,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,0,1206,0,0,160,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
47,0,2322,0,0,618,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
57,0,-226,1,0,272,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
35,0,188,0,0,286,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
45,0,976,1,0,183,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,0,493,1,0,553,1,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0
55,0,8104,0,0,213,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
43,0,1304,0,0,501,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
45,0,-547,1,0,214,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,223,1,0,508,1,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50,0,5776,0,0,49,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32,0,1583,1,0,100,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
48,1,-285,0,1,157,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
52,0,381,0,1,288,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
55,0,481,1,0,147,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46,0,964,1,0,174,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
48,0,191,1,0,238,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,0,908,1,0,1663,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
33,0,3704,1,0,447,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,0,1198,1,0,63,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,0,93,0,0,125,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
46,0,1429,1,0,91,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29,0,452,1,0,347,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
36,0,9019,1,0,952,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0,468,1,0,147,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,0,808,0,0,417,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,48,1,0,133,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,0,622,1,0,145,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,0,2457,1,0,285,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,0,123,0,1,66,1,5,0,1,0,0,0,0,1,0,0,1,0,0,1,0
48,0,0,1,0,612,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55,0,979,0,1,123,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,0,1594,0,0,250,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,0,505,0,1,386,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
51,0,2967,0,0,83,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,495,0,0,213,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
30,0,6,1,0,241,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,0,108,1,1,83,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,736,1,0,700,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,11303,0,0,500,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39,0,5731,1,0,175,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,0,0,1,0,262,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30,0,60,1,1,306,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
53,0,2647,1,0,121,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46,0,182,0,0,56,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
43,0,4094,1,0,63,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,0,307,1,1,65,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
40,0,9374,1,0,7,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
36,0,35,1,0,435,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
55,0,168,0,0,79,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
34,0,178,1,0,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,0,-33,1,0,234,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
52,0,1141,1,0,22,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,0,623,0,0,297,4,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1
31,0,424,0,0,93,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,0,0,0,0,585,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,0,0,0,0,1225,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
30,0,0,1,0,127,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,1,35,0,0,185,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36,0,1477,0,0,71,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,0,2240,1,0,282,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34,0,1847,1,0,543,3,6,0,0,1,0,0,0,1,0,0,1,0,1,0,0
38,0,2273,1,0,222,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28,0,2685,0,1,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47,0,691,0,0,285,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,0,0,0,0,115,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
35,0,0,0,0,124,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,0,0,0,550,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24,0,0,0,0,94,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,0,428,1,0,92,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
57,0,0,0,0,197,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
52,0,779,1,0,30,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27,0,-220,1,0,138,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
57,0,887,0,0,43,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,1,0,78,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,6495,0,0,78,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
72,0,763,0,0,384,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
52,0,0,1,0,197,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
45,0,334,0,0,87,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
29,0,417,0,0,90,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31,0,31,1,1,501,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50,0,2706,1,0,179,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,1922,1,0,546,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46,0,3232,0,0,94,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
55,0,1102,1,0,126,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0,2094,0,0,458,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
43,0,487,1,0,548,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23,0,9216,0,0,471,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
34,0,475,1,0,559,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58,0,5278,1,0,763,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
31,0,1166,1,0,207,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,-217,1,0,313,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0
39,0,1161,1,0,236,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
53,0,2231,1,0,272,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,0,293,1,0,521,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
42,0,-1310,1,1,162,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49,0,2039,1,0,283,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
59,0,1427,0,0,140,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
57,0,1172,0,0,26,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20,0,1191,0,0,274,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
42,0,117,1,0,147,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47,0,1233,1,0,91,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
38,0,228,1,0,105,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29,0,1070,1,0,30,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
35,0,-51,0,0,134,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28,0,14,0,0,201,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,0,150,1,1,102,6,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
34,0,9851,1,0,128,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
62,0,0,0,0,78,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39,0,2,1,0,180,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
41,0,4539,0,0,298,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,705,1,0,20,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,0,3132,1,0,350,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,8969,1,0,153,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,0,3242,0,0,292,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
39,0,4722,1,0,483,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
36,0,243,1,0,160,2,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0
40,0,99,0,0,15,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
71,0,4657,0,0,93,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
55,0,0,0,0,108,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
56,0,694,0,0,144,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
69,0,473,0,0,112,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
45,0,180,1,1,62,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
44,0,-14,1,1,179,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,0,2253,1,0,937,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
49,0,852,1,0,408,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,0,2237,1,0,619,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66,0,1948,0,0,216,1,4,0,0,0,0,0,1,1,0,0,0,1,0,0,1
32,0,415,1,0,777,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
52,0,-1224,1,0,253,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
59,0,3800,0,1,70,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
53,0,-22,1,0,20,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
38,0,434,1,0,411,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,0,26,1,0,56,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29,0,950,1,0,135,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
51,0,1760,0,1,162,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,4170,1,0,935,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29,0,872,1,0,230,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
39,0,26,0,0,311,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,0,-17,0,0,11,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0,0,1,0,44,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,0,72,0,0,141,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
55,0,383,0,0,287,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,0,460,0,0,491,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
40,0,4795,1,0,57,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,1750,1,0,90,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28,0,168,0,0,347,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1
30,0,371,0,0,124,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,0,195,1,0,203,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,60,0,0,274,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,656,1,1,148,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
53,0,94,0,0,493,1,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1
51,0,3921,1,0,168,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
48,0,9207,0,0,445,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,0,625,1,0,424,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
49,0,400,0,0,151,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,244,1,0,56,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
65,0,300,0,0,245,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,0,2197,1,0,146,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,0,501,0,0,289,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,0,1240,1,0,505,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
29,0,-194,1,0,127,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60,0,1025,0,0,388,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,628,1,0,1083,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36,0,5195,1,0,55,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0,58,1,0,113,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
36,0,319,1,0,120,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
56,0,705,1,0,151,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
38,0,1147,1,1,249,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
46,0,966,1,1,40,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,801,0,0,331,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,0,0,1,1,599,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
34,0,1239,1,0,90,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42,0,-119,1,0,167,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
45,0,4994,0,0,48,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
29,0,877,0,0,166,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
53,0,206,0,0,87,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,1177,0,0,330,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1
32,0,889,1,0,185,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1
55,0,171,1,0,73,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38,0,1327,1,0,277,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
41,0,13,0,0,189,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27,0,1033,1,0,1713,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,64,0,0,208,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
41,0,-256,1,0,147,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25,0,18,1,0,225,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,0,1178,1,0,295,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46,0,1069,1,0,45,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
55,0,2587,0,0,328,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1
48,0,-202,1,1,225,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,1482,1,0,177,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
42,0,257,1,0,955,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,0,171,1,0,191,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
39,0,83,1,0,69,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,0,1416,1,0,210,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31,0,2363,1,0,247,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,0,982,0,0,105,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36,0,-11,0,0,152,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0,296,0,0,90,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24,0,1847,0,0,390,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
54,0,-630,0,0,173,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,490,1,0,73,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,0,7,1,1,171,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
34,0,5086,0,0,213,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
28,0,459,0,0,83,13,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
56,0,3391,0,0,243,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
57,0,452,1,0,139,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,0,1712,0,0,110,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,0,2225,0,1,73,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
43,0,2,1,0,783,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
76,0,86,0,0,192,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
47,0,-75,1,0,57,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
55,0,1086,1,0,146,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0
71,0,2850,0,0,185,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
40,0,212,0,0,176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,0,174,1,0,223,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
48,0,108,1,0,89,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,732,0,0,736,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,0,-339,1,0,389,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,0,3576,1,0,124,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
29,0,-478,0,1,528,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,0,1,0,38,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
53,0,53,1,0,208,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
26,0,179,0,0,103,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35,0,1707,1,0,426,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
64,0,679,0,0,135,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
48,0,113,0,1,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,0,0,1,1,105,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
35,0,4515,1,0,98,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,0,1172,1,0,153,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29,0,330,1,0,88,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,0,225,1,1,866,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,666,1,1,190,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,419,1,0,251,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
38,0,21,0,0,634,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
36,0,774,1,0,231,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
50,0,253,1,1,475,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,0,558,0,0,464,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1
54,0,0,0,0,220,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,439,1,0,260,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,47,0,1,36,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25,0,368,0,0,168,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0,84,0,0,231,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
53,0,3316,1,0,331,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32,0,286,1,0,175,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
46,0,452,1,0,113,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,0,10378,1,0,523,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,474,1,0,90,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,1011,1,0,136,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
42,0,198,1,0,314,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
56,0,1007,0,0,88,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,0,4541,1,0,190,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58,0,565,0,0,876,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
49,0,687,1,0,772,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
49,0,306,1,0,285,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,0,-379,1,0,261,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,0,788,1,0,392,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
42,0,-280,1,0,258,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,0,2881,0,0,510,2,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0
60,0,71188,0,0,205,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
31,0,6290,0,0,303,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,0,3107,1,0,1516,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
29,0,-76,1,0,305,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
39,0,1045,1,1,290,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
43,0,13044,0,0,36,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
39,0,1315,1,0,1337,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
48,0,2330,1,0,15,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
