age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,y
42,blue-collar,married,primary,0,-119,1,0,167,3,999,0,unknown,0
41,admin.,married,secondary,0,2993,1,0,24,12,999,0,unknown,0
39,management,divorced,tertiary,0,3575,0,1,74,3,999,0,unknown,0
38,blue-collar,married,secondary,0,361,1,0,601,1,999,0,unknown,0
39,management,married,secondary,0,1072,1,0,1168,2,999,0,unknown,0
46,blue-collar,married,primary,0,2904,0,0,277,2,999,0,unknown,0
50,entrepreneur,divorced,tertiary,0,1790,0,1,748,3,999,0,unknown,0
33,blue-collar,married,secondary,0,86,1,0,364,1,999,0,unknown,0
37,technician,married,secondary,0,1633,1,0,229,3,999,0,unknown,0
31,management,married,tertiary,0,8312,0,0,43,13,999,0,unknown,0
34,blue-collar,divorced,unknown,0,172,0,0,177,1,999,0,unknown,1
34,management,married,tertiary,0,0,1,0,262,1,99,2,success,1
36,management,married,tertiary,0,222,1,0,317,1,169,2,failure,0
40,technician,married,secondary,0,109,0,0,402,22,999,0,unknown,0
40,blue-collar,married,secondary,0,1451,0,0,314,1,999,0,unknown,1
41,technician,married,secondary,0,1066,0,0,109,3,999,0,unknown,1
52,management,married,tertiary,0,3163,0,0,56,6,999,0,unknown,0
40,services,single,secondary,0,888,1,0,169,2,999,0,unknown,0
48,blue-collar,single,unknown,0,428,1,0,127,1,999,0,unknown,0
33,management,divorced,secondary,0,106,0,0,175,3,999,0,unknown,0
44,technician,divorced,secondary,0,0,0,0,56,2,999,0,unknown,0
55,management,married,tertiary,0,979,0,1,123,1,999,0,unknown,0
51,admin.,married,secondary,0,2662,0,0,148,2,999,0,unknown,0
34,management,single,tertiary,0,84,0,0,231,1,999,0,unknown,0
58,retired,divorced,unknown,0,5920,1,0,255,1,999,0,unknown,0
39,management,single,tertiary,0,816,1,0,37,3,999,0,unknown,0
27,unemployed,single,secondary,0,3276,0,0,106,1,110,2,other,0
55,management,divorced,unknown,0,2,1,0,95,1,999,0,unknown,0
35,technician,single,secondary,0,-51,0,0,134,2,999,0,unknown,0
37,technician,single,tertiary,0,3315,1,0,820,2,999,0,unknown,0
52,technician,married,secondary,0,196,1,1,116,1,273,3,failure,0
41,blue-collar,married,secondary,0,552,1,0,463,1,999,0,unknown,0
52,admin.,married,secondary,0,2347,0,1,603,3,999,0,unknown,0
34,blue-collar,single,secondary,0,3723,1,0,47,5,999,0,unknown,0
53,management,divorced,primary,0,255,0,0,126,1,999,0,unknown,0
33,management,single,tertiary,0,3143,0,0,421,2,999,0,unknown,1
47,self-employed,married,secondary,0,0,0,0,174,8,999,0,unknown,0
35,blue-collar,married,secondary,0,6411,1,1,144,1,266,2,failure,0
33,management,single,tertiary,0,1909,0,0,191,2,999,0,unknown,0
55,blue-collar,married,primary,0,3873,0,0,222,1,999,0,unknown,0
58,self-employed,married,primary,0,1013,1,0,206,1,461,1,failure,1
44,admin.,married,secondary,0,262,1,0,74,1,999,0,unknown,0
25,services,single,secondary,0,3217,1,0,24,1,999,0,unknown,0
37,technician,single,secondary,0,5436,1,0,7,11,351,1,failure,0
41,blue-collar,married,primary,0,2067,1,0,493,7,999,0,unknown,0
34,blue-collar,single,secondary,0,215,0,0,350,3,999,0,unknown,1
36,services,divorced,secondary,0,1594,0,0,250,3,999,0,unknown,0
44,self-employed,married,tertiary,0,134,0,0,86,4,999,0,unknown,0
34,entrepreneur,divorced,tertiary,0,262,0,0,371,1,999,0,unknown,0
56,blue-collar,divorced,primary,0,3021,0,0,419,2,999,0,unknown,0
43,management,divorced,tertiary,0,388,1,0,2087,2,999,0,unknown,1
28,blue-collar,single,secondary,0,3412,1,0,22,4,999,0,unknown,0
54,blue-collar,married,secondary,0,1291,1,0,266,1,999,0,unknown,0
37,technician,divorced,secondary,0,79,0,0,191,1,999,0,unknown,0
59,self-employed,married,tertiary,0,2013,0,0,222,4,94,2,success,1
58,blue-collar,divorced,secondary,0,543,0,1,264,3,999,0,unknown,0
56,management,divorced,tertiary,0,1016,1,0,184,5,999,0,unknown,0
32,blue-collar,single,secondary,0,604,0,1,95,3,999,0,unknown,0
42,management,single,tertiary,0,525,0,0,127,2,999,0,unknown,0
52,retired,divorced,primary,0,353,0,0,395,4,999,0,unknown,0
46,management,married,tertiary,0,964,1,0,174,1,999,0,unknown,0
37,admin.,married,tertiary,0,3913,1,0,124,1,999,0,unknown,1
39,blue-collar,married,primary,0,879,1,0,102,2,999,0,unknown,0
31,admin.,married,secondary,0,314,1,0,279,1,999,0,unknown,0
59,housemaid,married,primary,0,0,0,0,76,11,999,0,unknown,0
38,blue-collar,married,secondary,0,1370,1,0,472,2,999,0,unknown,0
58,management,married,secondary,0,37,0,0,84,11,999,0,unknown,0
34,management,single,tertiary,0,673,1,1,271,1,184,1,failure,0
40,services,married,secondary,0,-342,1,0,754,1,999,0,unknown,0
20,student,single,secondary,0,291,0,0,172,5,371,5,failure,0
34,technician,married,secondary,0,209,1,1,375,2,999,0,unknown,0
31,technician,single,tertiary,0,438,1,0,130,2,999,0,unknown,0
39,admin.,single,secondary,0,1242,1,0,303,3,999,0,unknown,0
34,entrepreneur,married,tertiary,0,355,1,0,261,1,999,0,unknown,0
24,blue-collar,married,secondary,0,204,1,1,229,3,999,0,unknown,0
41,management,married,tertiary,0,10758,1,0,288,1,999,0,unknown,0
40,management,married,tertiary,0,5,1,0,219,3,999,0,unknown,0
45,technician,single,secondary,0,410,1,0,891,4,999,0,unknown,1
36,management,married,tertiary,0,605,1,0,204,1,999,0,unknown,0
53,management,married,tertiary,0,4,0,0,19,6,999,0,unknown,0
23,student,single,secondary,0,8494,0,0,158,2,999,0,unknown,0
42,entrepreneur,married,primary,0,198,1,0,314,1,999,0,unknown,0
48,blue-collar,married,secondary,0,841,1,0,215,1,999,0,unknown,0
34,management,married,tertiary,0,8,0,0,169,4,999,0,unknown,0
36,admin.,married,secondary,0,470,1,0,101,4,999,0,unknown,0
43,retired,married,secondary,0,520,1,0,15,13,999,0,unknown,0
36,blue-collar,married,secondary,0,439,1,0,260,5,999,0,unknown,0
49,blue-collar,married,secondary,0,-454,1,0,558,1,999,0,unknown,1
55,retired,married,secondary,0,466,0,0,287,4,999,0,unknown,0
53,retired,married,secondary,0,665,1,0,371,2,999,0,unknown,1
42,technician,married,secondary,0,994,1,0,149,1,78,5,failure,1
45,admin.,married,secondary,0,5346,1,1,187,1,999,0,unknown,1
31,blue-collar,married,secondary,0,1243,1,0,32,1,999,0,unknown,0
32,admin.,married,tertiary,0,0,1,0,138,1,999,0,unknown,0
36,blue-collar,married,secondary,0,2357,1,0,228,2,999,0,unknown,0
56,retired,married,secondary,0,1044,0,0,353,2,999,0,unknown,1
46,admin.,married,secondary,0,1069,1,0,45,2,999,0,unknown,0
41,housemaid,single,secondary,0,231,0,0,76,2,999,0,unknown,0
31,admin.,married,secondary,0,0,1,1,144,2,999,0,unknown,0
32,technician,married,secondary,0,266,1,0,168,2,999,0,unknown,0
38,management,married,tertiary,0,-70,1,0,140,1,2,3,other,0
49,retired,single,primary,0,25824,0,0,94,1,999,0,unknown,0
46,management,single,primary,0,538,0,0,118,3,999,0,unknown,0
29,technician,single,secondary,0,534,1,0,382,1,999,0,unknown,0
36,admin.,married,unknown,0,2323,0,0,111,1,999,0,unknown,0
38,admin.,married,secondary,0,1852,1,0,298,2,999,0,unknown,0
53,technician,married,secondary,0,2647,1,0,121,1,999,0,unknown,0
43,management,married,tertiary,0,2767,1,0,317,7,999,0,unknown,0
41,management,married,tertiary,0,176,1,1,42,1,999,0,unknown,0
42,management,single,secondary,0,9720,0,0,81,2,999,0,unknown,0
55,blue-collar,divorced,secondary,0,1613,1,0,296,1,270,3,failure,1
39,admin.,divorced,secondary,0,2903,1,1,259,2,999,0,unknown,0
30,admin.,single,secondary,0,81,1,0,121,6,112,3,other,0
41,blue-collar,married,secondary,0,780,1,0,432,3,999,0,unknown,0
44,unemployed,married,tertiary,0,178,0,0,126,2,999,0,unknown,0
58,management,married,tertiary,0,299,0,0,120,4,999,0,unknown,0
35,retired,married,primary,0,285,1,0,136,1,999,0,unknown,0
27,blue-collar,married,secondary,0,872,1,0,1130,3,999,0,unknown,0
34,services,married,secondary,0,1337,0,0,330,2,127,3,success,1
25,services,married,secondary,0,72,1,0,305,2,999,0,unknown,0
36,blue-collar,married,secondary,0,0,0,0,332,3,999,0,unknown,0
38,blue-collar,married,secondary,0,-388,1,0,412,1,999,0,unknown,0
30,admin.,married,secondary,0,11,1,0,157,1,999,0,unknown,0
47,blue-collar,divorced,secondary,1,-535,1,0,71,2,999,0,unknown,0
41,services,divorced,secondary,0,787,1,0,297,2,999,0,unknown,0
36,management,single,tertiary,0,3343,0,0,307,1,999,0,unknown,0
63,entrepreneur,married,secondary,0,3904,0,0,250,2,187,2,success,1
23,management,single,tertiary,0,736,1,0,119,1,999,0,unknown,0
32,management,married,tertiary,0,1390,0,0,116,2,999,0,unknown,0
57,retired,married,primary,0,808,0,0,274,1,999,0,unknown,0
48,management,married,tertiary,0,1147,0,0,389,1,64,2,success,1
49,services,married,secondary,0,1122,0,0,143,1,999,0,unknown,0
50,technician,married,secondary,0,-568,1,1,860,2,999,0,unknown,0
33,blue-collar,married,primary,0,1165,1,0,420,2,999,0,unknown,0
53,services,divorced,secondary,0,-905,1,0,213,1,999,0,unknown,0
30,unemployed,married,tertiary,0,0,1,0,756,1,999,0,unknown,0
38,technician,married,secondary,0,740,0,0,259,3,999,0,unknown,0
44,management,married,secondary,0,8262,1,0,201,16,999,0,unknown,0
39,admin.,single,secondary,0,14,1,1,19,9,999,0,unknown,0
45,technician,single,unknown,0,7108,1,1,53,1,172,3,failure,0
36,blue-collar,married,secondary,0,1049,1,0,224,4,999,0,unknown,1
38,blue-collar,married,secondary,0,0,1,0,57,5,349,1,other,0
36,housemaid,married,secondary,0,419,1,0,251,1,999,0,unknown,0
30,management,single,tertiary,0,726,1,0,39,1,342,3,failure,0
28,technician,divorced,tertiary,0,594,1,1,54,3,999,0,unknown,0
26,unemployed,married,tertiary,0,454,1,1,28,18,999,0,unknown,0
54,unknown,married,secondary,0,2206,0,0,104,1,99,2,other,1
38,admin.,married,tertiary,0,1988,0,0,164,2,130,2,failure,1
32,technician,single,tertiary,0,0,0,0,268,2,999,0,unknown,0
50,admin.,divorced,secondary,0,202,0,1,148,1,999,0,unknown,0
43,blue-collar,married,secondary,0,667,1,0,228,3,999,0,unknown,0
48,admin.,married,secondary,0,112,0,0,139,5,999,0,unknown,0
57,housemaid,married,primary,0,50,0,0,89,3,999,0,unknown,0
64,housemaid,married,primary,0,768,0,0,250,2,182,1,success,0
26,services,divorced,secondary,0,74,1,0,106,6,999,0,unknown,0
33,blue-collar,married,secondary,0,661,1,0,968,1,999,0,unknown,1
50,self-employed,married,secondary,0,3025,0,1,168,3,999,0,unknown,0
47,self-employed,married,tertiary,0,751,0,0,408,14,999,0,unknown,0
39,management,single,tertiary,0,416,0,0,56,4,999,0,unknown,0
52,services,married,primary,0,14,0,1,55,5,999,0,unknown,0
31,blue-collar,single,primary,0,-502,1,0,76,4,999,0,unknown,0
50,blue-collar,married,primary,0,0,0,0,72,5,999,0,unknown,0
47,technician,married,secondary,0,599,1,0,99,3,999,0,unknown,0
30,management,single,tertiary,0,-218,1,0,13,15,999,0,unknown,0
32,technician,single,tertiary,0,1012,0,0,178,1,999,0,unknown,0
36,technician,married,secondary,0,300,0,0,287,1,999,0,unknown,0
46,technician,married,tertiary,0,217,1,0,141,1,346,2,other,0
45,management,divorced,tertiary,0,2096,0,0,127,1,100,2,failure,0
37,technician,single,secondary,0,0,0,0,69,2,999,0,unknown,0
58,housemaid,married,primary,0,5278,1,0,763,4,999,0,unknown,0
59,management,married,tertiary,0,1831,0,0,122,1,92,1,failure,0
28,management,married,tertiary,0,1480,1,0,143,1,999,0,unknown,0
48,management,married,tertiary,0,7289,1,0,316,3,999,0,unknown,0
55,blue-collar,married,unknown,0,1665,0,0,89,2,999,0,unknown,0
37,blue-collar,single,primary,0,851,1,0,151,1,352,1,failure,0
41,management,married,tertiary,0,2885,0,0,40,1,999,0,unknown,0
35,blue-collar,married,secondary,0,137,0,1,5,1,808,12,failure,0
34,blue-collar,single,secondary,0,1239,1,0,90,1,999,0,unknown,0
43,management,single,tertiary,0,146,0,0,50,1,113,5,other,0
59,technician,married,secondary,0,1,0,0,159,2,378,3,failure,1
50,blue-collar,divorced,primary,0,-10,0,1,369,6,999,0,unknown,0
37,technician,married,secondary,0,480,0,0,344,2,182,8,other,1
35,technician,married,secondary,0,2789,1,0,256,2,94,1,failure,0
50,technician,single,secondary,0,3897,0,0,298,1,999,0,unknown,0
36,technician,divorced,secondary,0,487,0,1,268,3,999,0,unknown,0
41,admin.,married,secondary,0,5110,1,0,231,1,999,0,unknown,0
28,management,married,tertiary,0,318,1,0,4,4,999,0,unknown,0
42,technician,single,tertiary,0,-411,1,0,78,5,292,3,failure,0
60,retired,married,secondary,0,4820,0,0,419,1,999,0,unknown,0
28,management,single,tertiary,0,4937,1,0,421,3,999,0,unknown,0
48,entrepreneur,married,secondary,0,725,0,1,105,1,999,0,unknown,0
51,entrepreneur,married,tertiary,0,5403,0,0,42,1,999,0,unknown,0
32,technician,married,tertiary,0,4089,0,0,114,7,287,3,failure,0
35,technician,married,tertiary,0,188,0,0,286,2,999,0,unknown,0
37,technician,married,unknown,0,189,0,0,238,1,107,2,success,1
38,blue-collar,divorced,secondary,0,2998,1,0,91,1,999,0,unknown,0
77,retired,married,secondary,0,610,0,0,766,3,999,0,unknown,0
32,management,single,unknown,0,787,0,0,92,1,999,0,unknown,0
43,technician,divorced,secondary,0,167,0,0,211,3,999,0,unknown,0
36,management,single,tertiary,0,243,1,0,160,2,360,3,failure,0
29,management,married,tertiary,0,877,0,0,166,3,999,0,unknown,0
32,admin.,single,secondary,0,2817,1,0,195,1,999,0,unknown,0
41,management,divorced,tertiary,0,4567,1,1,106,1,999,0,unknown,0
26,services,single,secondary,0,127,1,1,85,3,999,0,unknown,0
34,blue-collar,married,primary,0,176,0,0,78,1,999,0,unknown,0
57,retired,married,tertiary,0,0,1,1,648,1,999,0,unknown,1
36,services,single,secondary,0,1482,1,0,177,2,174,1,other,0
42,blue-collar,married,secondary,0,3052,1,0,32,1,999,0,unknown,0
35,technician,divorced,secondary,0,56,0,0,24,12,999,0,unknown,0
52,entrepreneur,divorced,primary,0,278,1,0,688,2,999,0,unknown,0
36,management,single,tertiary,0,3875,1,0,21,5,999,0,unknown,0
46,technician,married,secondary,0,-337,1,0,112,1,999,0,unknown,0
60,management,divorced,tertiary,0,366,0,0,593,1,999,0,unknown,1
57,housemaid,married,primary,0,501,1,1,59,2,999,0,unknown,0
48,management,married,tertiary,0,998,1,0,121,3,999,0,unknown,0
59,self-employed,married,primary,0,0,1,0,97,2,999,0,unknown,0
39,management,married,tertiary,0,246,0,0,86,2,999,0,unknown,0
44,blue-collar,married,secondary,0,-182,1,1,10,10,999,0,unknown,0
27,management,single,tertiary,0,446,0,0,205,3,999,0,unknown,0
59,retired,married,secondary,0,1173,0,0,77,2,999,0,unknown,0
36,technician,divorced,secondary,0,5957,1,0,138,2,999,0,unknown,0
44,admin.,married,secondary,0,205,0,0,289,1,999,0,unknown,1
50,admin.,married,secondary,0,0,0,0,86,4,999,0,unknown,0
41,management,divorced,tertiary,0,369,1,0,9,3,999,0,unknown,0
47,admin.,married,secondary,0,1934,0,1,225,1,364,1,failure,0
32,technician,single,tertiary,0,259,0,0,407,4,999,0,unknown,0
38,blue-collar,married,secondary,0,284,1,1,1030,6,999,0,unknown,0
55,blue-collar,married,unknown,0,23,0,0,123,2,999,0,unknown,0
38,management,single,tertiary,0,1373,0,0,119,4,999,0,unknown,0
31,management,single,tertiary,0,62,1,0,175,1,293,5,failure,0
38,blue-collar,divorced,secondary,0,157,0,0,299,5,999,0,unknown,0
29,unemployed,single,tertiary,0,991,0,0,563,1,999,0,unknown,0
55,services,married,secondary,0,186,1,1,241,1,999,0,unknown,0
35,unemployed,married,secondary,0,977,1,0,52,4,91,1,other,0
40,self-employed,single,tertiary,0,2893,0,0,76,3,999,0,unknown,0
34,blue-collar,married,secondary,0,1897,1,1,441,1,999,0,unknown,0
32,technician,single,tertiary,0,5514,0,0,319,1,182,1,success,1
33,blue-collar,married,secondary,0,889,1,0,13,1,373,6,success,0
33,management,married,tertiary,0,273,1,0,803,1,999,0,unknown,1
37,admin.,married,secondary,0,1193,0,0,396,2,999,0,unknown,0
58,management,married,tertiary,0,2729,0,0,188,1,999,0,unknown,0
36,admin.,single,secondary,0,0,0,0,637,1,999,0,unknown,0
42,blue-collar,married,secondary,0,230,1,0,175,7,999,0,unknown,0
34,technician,single,secondary,0,2729,1,0,945,1,139,1,success,0
35,management,married,tertiary,0,317,1,0,162,3,999,0,unknown,0
60,housemaid,married,primary,0,517,0,0,1178,3,999,0,unknown,0
50,management,married,tertiary,0,-470,1,0,506,2,170,3,failure,0
28,self-employed,single,tertiary,0,4579,0,0,409,2,999,0,unknown,1
27,blue-collar,divorced,secondary,0,1,1,0,116,3,999,0,unknown,0
37,management,married,tertiary,0,5106,0,0,244,1,999,0,unknown,1
31,technician,married,tertiary,0,636,1,0,352,4,999,0,unknown,1
34,services,married,secondary,0,1076,0,0,152,1,182,6,success,1
38,management,married,tertiary,0,126,1,0,164,2,999,0,unknown,0
32,self-employed,married,secondary,0,-33,1,0,234,3,999,0,unknown,0
37,technician,married,secondary,0,430,0,0,154,4,999,0,unknown,0
33,admin.,married,secondary,0,-6,1,0,566,2,999,0,unknown,0
71,technician,married,tertiary,0,383,0,0,327,2,183,3,success,0
27,technician,married,secondary,0,130,1,0,265,3,999,0,unknown,0
38,blue-collar,married,primary,0,2569,0,0,172,1,999,0,unknown,0
34,technician,single,secondary,0,201,0,0,257,2,999,0,unknown,0
54,retired,divorced,tertiary,0,0,0,0,618,1,999,0,unknown,1
30,blue-collar,married,secondary,0,6,1,0,241,3,999,0,unknown,0
35,entrepreneur,single,secondary,0,475,0,1,936,4,999,0,unknown,0
33,blue-collar,single,secondary,0,706,1,0,329,1,322,1,failure,0
36,management,married,secondary,0,1825,1,0,24,1,346,1,failure,0
59,self-employed,married,tertiary,0,185,0,0,177,5,138,1,failure,0
72,blue-collar,married,primary,0,4415,0,0,120,1,999,0,unknown,0
64,management,married,tertiary,0,679,0,0,135,3,999,0,unknown,0
53,technician,divorced,secondary,0,320,0,0,175,1,999,0,unknown,0
35,management,single,tertiary,0,2988,1,0,179,1,999,0,unknown,0
58,self-employed,married,secondary,0,1407,1,0,58,1,999,0,unknown,0
40,technician,married,secondary,0,1270,0,0,342,2,999,0,unknown,0
41,services,divorced,secondary,0,654,1,0,139,2,999,0,unknown,0
48,retired,married,primary,0,5173,1,0,88,8,999,0,unknown,0
44,entrepreneur,married,tertiary,0,3463,1,1,210,3,999,0,unknown,0
39,blue-collar,married,unknown,0,0,0,0,731,1,193,3,failure,0
61,management,married,tertiary,0,6016,0,0,670,3,999,0,unknown,1
36,entrepreneur,married,primary,0,177,1,0,63,5,999,0,unknown,0
28,management,married,tertiary,0,3694,0,1,70,2,999,0,unknown,0
58,retired,single,secondary,0,1640,0,1,72,6,274,4,failure,0
60,admin.,divorced,secondary,0,174,1,0,241,1,364,1,failure,0
66,admin.,single,secondary,0,10177,0,0,272,4,999,0,unknown,0
36,management,single,tertiary,0,490,0,0,207,8,98,1,failure,1
49,self-employed,married,secondary,0,2576,1,0,64,6,999,0,unknown,0
40,services,married,secondary,0,0,0,0,543,2,999,0,unknown,0
23,technician,single,secondary,0,598,0,0,166,1,999,0,unknown,0
29,management,single,tertiary,0,15459,0,0,245,3,97,7,success,0
44,blue-collar,married,primary,0,271,1,1,94,1,999,0,unknown,0
54,unknown,married,unknown,0,2508,0,0,34,8,999,0,unknown,0
47,blue-collar,married,primary,0,320,0,0,203,2,999,0,unknown,0
33,admin.,married,tertiary,0,640,0,0,318,1,999,0,unknown,0
30,self-employed,married,secondary,0,1772,1,0,158,4,999,0,unknown,0
27,admin.,single,secondary,0,15,0,1,177,1,999,0,unknown,0
49,management,divorced,tertiary,0,2370,1,1,56,1,103,2,other,0
27,services,single,secondary,0,201,1,0,172,2,999,0,unknown,0
51,blue-collar,married,secondary,0,160,1,0,136,1,359,1,failure,0
32,admin.,divorced,secondary,1,5,1,1,82,3,363,2,other,0
30,blue-collar,single,secondary,0,75,1,0,123,1,999,0,unknown,0
33,admin.,married,secondary,0,4902,1,0,110,1,999,0,unknown,0
27,blue-collar,single,primary,0,-79,1,0,385,5,999,0,unknown,0
75,retired,divorced,secondary,0,1341,0,0,415,7,999,0,unknown,1
37,services,divorced,secondary,0,490,1,0,73,1,999,0,unknown,0
36,technician,single,secondary,0,1521,1,0,243,2,999,0,unknown,0
37,blue-collar,married,secondary,0,131,1,0,137,2,999,0,unknown,0
35,management,married,tertiary,0,8,1,0,55,4,999,0,unknown,0
32,services,married,secondary,0,-632,1,1,18,5,999,0,unknown,0
32,admin.,single,secondary,0,116,0,1,255,2,999,0,unknown,0
35,admin.,married,primary,0,189,1,0,95,1,999,0,unknown,0
31,blue-collar,married,primary,0,2,1,1,112,1,999,0,unknown,0
28,blue-collar,single,secondary,0,4229,1,1,205,2,999,0,unknown,0
27,services,married,secondary,0,54,1,0,97,1,370,1,failure,0
22,student,single,unknown,0,549,0,0,154,1,999,0,unknown,0
35,blue-collar,married,primary,0,298,1,0,135,2,370,2,failure,0
69,retired,married,primary,0,579,0,0,230,1,999,0,unknown,0
37,entrepreneur,single,tertiary,0,1467,1,1,349,1,999,0,unknown,0
45,admin.,single,secondary,0,0,1,0,38,1,999,0,unknown,0
47,management,married,tertiary,0,109,1,0,268,1,999,0,unknown,0
52,management,married,tertiary,0,-11,1,0,94,4,999,0,unknown,0
33,services,married,secondary,0,90,1,0,263,2,999,0,unknown,0
60,blue-collar,married,primary,0,493,0,0,671,4,999,0,unknown,1
33,management,divorced,secondary,0,1897,1,1,197,1,999,0,unknown,0
44,admin.,married,secondary,0,2403,1,0,180,2,999,0,unknown,0
38,entrepreneur,married,secondary,0,868,0,0,452,2,999,0,unknown,0
54,entrepreneur,married,secondary,0,653,1,0,352,1,999,0,unknown,0
32,unemployed,divorced,primary,0,0,0,0,175,4,999,0,unknown,0
33,technician,married,secondary,0,0,1,1,163,2,999,0,unknown,0
55,services,divorced,secondary,0,218,1,0,200,2,999,0,unknown,0
51,blue-collar,married,primary,0,5050,0,1,75,7,999,0,unknown,0
48,blue-collar,married,secondary,0,741,1,0,227,1,999,0,unknown,0
37,services,single,secondary,0,1050,1,0,586,3,999,0,unknown,0
33,services,single,secondary,0,-56,0,1,119,5,999,0,unknown,0
30,blue-collar,married,primary,0,1,1,1,80,2,999,0,unknown,0
43,blue-collar,married,primary,0,-98,1,1,112,2,330,3,other,0
49,technician,married,secondary,0,4667,1,0,130,2,999,0,unknown,0
54,unemployed,married,primary,0,541,1,0,237,3,999,0,unknown,0
31,unemployed,married,tertiary,0,7744,0,0,377,8,999,0,unknown,0
54,unknown,married,unknown,0,895,0,0,335,1,999,0,unknown,1
36,unemployed,married,secondary,0,-129,1,0,121,3,999,0,unknown,0
30,admin.,married,secondary,0,0,0,0,127,5,999,0,unknown,0
27,technician,single,secondary,0,158,0,0,650,2,999,0,unknown,1
30,admin.,married,secondary,0,122,1,0,107,1,999,0,unknown,0
30,blue-collar,married,secondary,0,673,1,0,610,2,999,0,unknown,0
35,technician,divorced,secondary,0,0,0,0,124,4,999,0,unknown,0
33,services,divorced,secondary,0,411,1,0,216,1,999,0,unknown,0
43,blue-collar,divorced,primary,0,-97,1,1,747,4,999,0,unknown,0
41,blue-collar,married,secondary,0,-217,1,0,313,1,349,3,other,0
41,management,divorced,tertiary,0,5037,0,0,252,9,185,5,other,1
46,admin.,divorced,secondary,0,2232,0,0,121,1,999,0,unknown,1
54,blue-collar,married,secondary,0,-932,1,0,799,1,999,0,unknown,0
32,management,married,tertiary,0,913,1,0,883,1,674,4,failure,0
30,technician,single,tertiary,0,236,1,0,197,1,999,0,unknown,0
40,entrepreneur,married,primary,0,0,1,0,271,2,999,0,unknown,0
30,blue-collar,married,primary,0,2581,0,0,221,2,999,0,unknown,0
27,admin.,married,secondary,0,639,0,1,243,3,999,0,unknown,0
41,blue-collar,married,primary,0,849,1,0,72,1,999,0,unknown,0
54,services,married,secondary,0,386,1,0,155,2,999,0,unknown,0
32,management,single,tertiary,0,1218,1,0,70,2,999,0,unknown,0
31,management,married,tertiary,0,2603,1,0,280,4,999,0,unknown,1
42,blue-collar,married,secondary,0,-921,1,0,115,2,999,0,unknown,0
48,admin.,married,primary,0,607,0,0,29,2,999,0,unknown,0
34,blue-collar,married,primary,0,79,1,0,406,2,999,0,unknown,0
55,technician,divorced,secondary,0,61,1,1,113,3,999,0,unknown,0
49,technician,married,secondary,0,1091,0,0,47,2,999,0,unknown,0
46,management,divorced,tertiary,0,743,0,0,36,2,999,0,unknown,0
47,entrepreneur,married,unknown,0,209,1,0,135,2,999,0,unknown,0
24,management,single,tertiary,0,172,0,0,67,2,999,0,unknown,0
58,entrepreneur,married,secondary,0,2,0,0,684,1,999,0,unknown,0
32,management,single,tertiary,0,41,0,0,686,5,999,0,unknown,1
25,student,single,secondary,0,1116,1,0,170,3,999,0,unknown,0
49,blue-collar,married,secondary,0,-55,0,0,150,3,999,0,unknown,0
59,retired,divorced,secondary,0,5845,0,0,1060,2,999,0,unknown,1
30,management,single,tertiary,0,329,1,0,122,16,999,0,unknown,0
46,blue-collar,married,secondary,0,494,1,0,724,1,999,0,unknown,0
42,management,married,unknown,0,1519,0,0,230,1,92,1,success,1
37,entrepreneur,married,tertiary,0,2685,0,0,187,2,999,0,unknown,0
44,blue-collar,married,primary,0,-14,1,1,179,4,999,0,unknown,0
49,services,married,secondary,0,5673,0,1,357,3,999,0,unknown,0
41,blue-collar,married,secondary,0,1459,0,0,82,1,999,0,unknown,0
48,technician,married,tertiary,0,0,0,0,176,15,999,0,unknown,0
31,management,married,secondary,0,625,1,0,424,1,138,1,failure,0
37,student,married,unknown,0,0,0,0,115,1,999,0,unknown,0
51,services,married,secondary,0,867,1,0,177,2,211,3,failure,0
80,retired,married,secondary,0,8304,0,0,712,1,64,12,failure,1
32,management,single,tertiary,0,151,1,0,118,1,999,0,unknown,0
48,services,married,primary,1,-583,1,0,25,7,999,0,unknown,0
49,blue-collar,married,tertiary,0,1784,0,0,753,1,999,0,unknown,0
30,management,married,tertiary,0,3134,1,0,124,1,999,0,unknown,0
27,self-employed,single,secondary,0,49,1,0,208,2,999,0,unknown,0
34,technician,married,secondary,0,-346,0,0,136,4,999,0,unknown,0
49,management,married,secondary,0,1623,1,0,1081,2,999,0,unknown,1
48,management,married,tertiary,0,60,0,0,376,2,339,7,failure,0
40,services,married,secondary,0,17,0,0,78,1,999,0,unknown,0
38,blue-collar,married,secondary,0,2008,1,0,354,1,999,0,unknown,0
46,blue-collar,married,primary,0,91,1,0,29,1,356,2,failure,0
41,entrepreneur,married,tertiary,0,171,1,0,209,1,191,4,failure,0
28,management,single,tertiary,0,1027,1,0,433,1,999,0,unknown,0
51,services,married,unknown,0,5801,1,0,147,2,999,0,unknown,0
33,blue-collar,divorced,primary,0,142,1,0,41,2,300,5,failure,0
26,management,single,tertiary,0,205,0,0,111,1,999,0,unknown,0
34,admin.,single,secondary,0,852,0,0,108,2,999,0,unknown,0
27,blue-collar,married,secondary,1,-584,1,0,411,2,999,0,unknown,0
42,self-employed,married,secondary,0,97,0,0,108,2,999,0,unknown,0
45,admin.,married,secondary,0,204,1,0,224,2,999,0,unknown,1
31,technician,single,secondary,0,628,1,0,1083,2,999,0,unknown,0
